KRNr,VorlageNr,Titel,Geschaeftsart,AblaufschrittTyp,DokumentTitel,eDocumentFileName,eDocumentID,Version,Sitzungsdatum,url
245/2016,,Flächenbedarf der Kantonalen Verwaltung,Postulat,Überweisung an Regierungsrat,AR16245 Abstimmungsresultat,AR16245_Abstimmungsresultat,5f6c939a47f04dedac4b0fc91e277cc4-332,1,2019-03-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/5f6c939a47f04dedac4b0fc91e277cc4-332/1/pdf
36/2018,,Keine doppelte Staatsbürgerschaft (bestimmter Staaten) bei Angehörigen der Kantonspolizei,Parlamentarische Initiative,Ablehnung,AR18036 Abstimmungsresultat,AR18036_Abstimmungsresultat,fcfdb1b613b24838aadbc42d1c6675a5-332,1,2019-03-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/fcfdb1b613b24838aadbc42d1c6675a5-332/1/pdf
5495,5495,Steuergesetz (StG),Vorlage,Zustimmung,AR5495b Abstimmungsresultat,AR5495b_Abstimmungsresultat,02325d12dded4750ac8f24b33d87fd91-332,1,2019-04-01T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/02325d12dded4750ac8f24b33d87fd91-332/1/pdf
131/2017,,Nachhaltig Investieren,Postulat,Ablehnung,AR17131 Abstimmungsresultat,AR17131_Abstimmungsresultat,d7e2226cc3724da7adfeaf2be9162713-332,1,2019-04-01T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/d7e2226cc3724da7adfeaf2be9162713-332/1/pdf
174/2017,,Die Privatwirtschaft macht‘s vor - Brückentage erarbeiten statt schenken,Postulat,Ablehnung,AR17174 Abstimmungsresultat,AR17174_Abstimmungsresultat,02c6fed1513144068b085395ada49d7c-332,1,2019-04-01T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/02c6fed1513144068b085395ada49d7c-332/1/pdf
377/2018,,Velosteuer,Einzelinitiative,Ablehnung,AR18377 Abstimmungsresultat,AR18377_Abstimmungsresultat,39ae062f45194089974775ebd7f63877-332,1,2019-04-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/39ae062f45194089974775ebd7f63877-332/1/pdf
398/2016,,Drittbetreuungskosten von Kindern (Änderung des Steuergesetzes),Postulat,Ablehnung,AR16398 Abstimmungsresultat,AR16398_Abstimmungsresultat,266b912a78674a0982267a5e63f5485d-332,1,2019-04-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/266b912a78674a0982267a5e63f5485d-332/1/pdf
118/2018,,Korrektur der falschen Rundung bei der Oberzuteilung im Proporzwahlverfahren,Parlamentarische Initiative,Vorläufig unterstützt,18118 Abstimmungsresultat,18118_Abstimmungsresultat,66e003a24c68473b87468f92abb04edd-332,2,2019-04-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/66e003a24c68473b87468f92abb04edd-332/2/pdf
108/2018,,Vertrauen in die Abstimmungs- und Wahlresultate als Grundlage der Demokratie sichern,Parlamentarische Initiative,Vorläufig unterstützt,18108 Abstimmungsresultat,18108_Abstimmungsresultat,accf69c02fea40e996d42e1b3abe3b65-332,3,2019-04-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/accf69c02fea40e996d42e1b3abe3b65-332/3/pdf
109/2018,,Änderung des Polizeigesetzes betreffend umgehende Räumung von Hausbesetzungen,Parlamentarische Initiative,Vorläufig unterstützt,18109 Abstimmungsresultat,18109_Abstimmungsresultat,f73e2d0cc9fa4e7dab545c7e6c2a1488-332,2,2019-04-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/f73e2d0cc9fa4e7dab545c7e6c2a1488-332/2/pdf
101/2018,,Weniger Hürden beim Öffentlichkeitsprinzip,Parlamentarische Initiative,Vorläufig unterstützt,18101 Abstimmungsresultat,18101_Abstimmungsresultat,0b3f8631ea95461583a681b564f7ee6a-332,2,2019-04-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0b3f8631ea95461583a681b564f7ee6a-332/2/pdf
148/2018,,Vereinbarkeit fördern: Weiterbildungstage immer während der unterrichtsfreien Zeit,Parlamentarische Initiative,Vorläufig unterstützt,18148 Abstimmungsresultat,18148_Abstimmungsresultat,c4321b50801f404b9b0a16873fb6ea5e-332,1,2019-04-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c4321b50801f404b9b0a16873fb6ea5e-332/1/pdf
149/2018,,Strafverfolgungsbehörden können in gewissen Fällen eine Kaution verlangen,Parlamentarische Initiative,Vorläufig unterstützt,18149 Abstimmungsresultat,18149_Abstimmungsresultat,46afddb5c7f745528ca1768d712326fb-332,2,2019-04-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/46afddb5c7f745528ca1768d712326fb-332/2/pdf
45/2019,,Planungssicherheit für den Standort des Impact Hub,Postulat,Überweisung an Regierungsrat,19045 Abstimmungsresultat,19045_Abstimmungsresultat,4869b1d81f3b457f8fe3546b1e16906b-332,1,2019-04-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4869b1d81f3b457f8fe3546b1e16906b-332/1/pdf
47/2015,,Mit ausreichenden Deutschkenntnissen in den Kindergarten,Parlamentarische Initiative,Zustimmung,15047a. - Abstimmungsresultat,15047a._-_Abstimmungsresultat,74b5a3603cac41aba3e7ca33ad97f38f-332,1,2019-04-15T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/74b5a3603cac41aba3e7ca33ad97f38f-332/1/pdf
5514,5514,Erneuerungswahl Fachhochschulrat der Zürcher Fachhochschule,Vorlage,Zustimmung,5514 - Abstimmungsresultat,5514_-_Abstimmungsresultat,1911cc89a3714746a33031cd31a640ae-332,1,2019-04-15T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/1911cc89a3714746a33031cd31a640ae-332/1/pdf
5463,5463,Bildungsgesetz (BiG),Vorlage,Zustimmung,5463a - Abstimmungsresultat,5463a_-_Abstimmungsresultat,c89d39bc95d34169a0133fc2ca3ba37d-332,1,2019-04-15T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c89d39bc95d34169a0133fc2ca3ba37d-332/1/pdf
40/2019,,Rechnung und Geschäftsbericht der Elektrizitätswerke des Kantons Zürich für das Geschäftsjahr 2017/18,,Zustimmung,19040a - Abstimmungsresultat,19040a_-_Abstimmungsresultat,0d2e28ca08614b238a87921c364a713c-332,1,2019-04-15T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0d2e28ca08614b238a87921c364a713c-332/1/pdf
75/2019,,Rechnung und Geschäftsbericht der Zürcher Kantonalbank für das Jahr 2018,Vorlage,Zustimmung,19075a - Abstimmungsresultat,19075a_-_Abstimmungsresultat,3690885619ff4115aac6ebab47df349a-332,1,2019-04-29T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/3690885619ff4115aac6ebab47df349a-332/1/pdf
5313,5313,A. Änderung des Einführungsgesetzes zum Krankenversicherungsgesetz vom 13. Juni 1999    B. Einführungsgesetz zum Krankenversicherungsgesetz (EG KVG),Vorlage,Zustimmung,5313d - Abstimmungsresultat,5313d_-_Abstimmungsresultat,73b37f6228bc4ee5ac09d870aeef6fb6-332,1,2019-04-29T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/73b37f6228bc4ee5ac09d870aeef6fb6-332/1/pdf
63/2019,,Der Kanton Zürich ruft den Klimanotstand aus - für «eusi Zuekunft»,Dringliches Postulat,Überweisung an Regierungsrat,Abstimmungsresultat 19063,Abstimmungsresultat_19063,754ee192c77b4db8b7f171041aa78746-332,1,2019-05-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/754ee192c77b4db8b7f171041aa78746-332/1/pdf
62/2019,,«Klimanotstand»,Dringliches Postulat,Überweisung an Regierungsrat,AR 19062 - Abstimmungsresultat Überweisung,AR_19062_-_Abstimmungsresultat_Ueberweisung,c165d184fe6b4c7690a3a1e26e06b911-332,1,2019-05-13T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c165d184fe6b4c7690a3a1e26e06b911-332/1/pdf
5513,5513,Genehmigung der Erneuerungswahl des Spitalrates des Universitätsspitals Zürich,Anfrage,Zustimmung,AR 5513 Abstimmungsprotokoll,AR_5513_Abstimmungsprotokoll,a521f24dfa7f420fac5848bb53916b72-332,1,2019-05-20T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a521f24dfa7f420fac5848bb53916b72-332/1/pdf
5512,5512,Erneuerungswahl Spitalrat des Kantonsspitals Winterthur,Vorlage,Zustimmung,AR 5512 Abstimmungsprotokoll,AR_5512_Abstimmungsprotokoll,2ec3fefeef264dddbe5547ac7ce17861-332,1,2019-05-20T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2ec3fefeef264dddbe5547ac7ce17861-332/1/pdf
136/2017,,Gleichbehandlung von nur grundversicherten Patienten in der Klinik Hirslanden,Postulat,Ablehnung,AR 17136 Abstimmungsprotokoll,AR_17136_Abstimmungsprotokoll,8b79b17696084f39b865a0c31a45da97-332,1,2019-05-20T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/8b79b17696084f39b865a0c31a45da97-332/1/pdf
5402,5402,Initiative zur Änderung des Energiegesetzes,Vorlage,Zustimmung,AR 5402a Abstimmungsprotokoll,AR_5402a_Abstimmungsprotokoll,8817752cbb8f46c5a1f46fe34ee413c1-332,1,2019-05-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/8817752cbb8f46c5a1f46fe34ee413c1-332/1/pdf
5482,5482,Verordnung über den preisgünstigen Wohnraum,Vorlage,Zustimmung,AR 5482 Abstimmungsprotokoll,AR_5482_Abstimmungsprotokoll,2af671eb7ca0456c8d7bf721f0c63944-332,1,2019-05-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2af671eb7ca0456c8d7bf721f0c63944-332/1/pdf
5442,5442,Abrechnung Kredit für die Durchführung von Wiederbelebungsmassnahmen (Revitalisierung) an öffentlichen Fliessgewässern,Vorlage,Zustimmung,AR 5442 Abstimmungsprotokoll,AR_5442_Abstimmungsprotokoll,82de704bd1b049d6ba9d6ab6ac6349a9-332,1,2019-05-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/82de704bd1b049d6ba9d6ab6ac6349a9-332/1/pdf
5454,5454,Objektkredit für die Radweglückenschliessung und die Hangsicherung an der 7 Weiacherstrasse zwischen der Solistrasse in der Stadt Bülach und der Chrondel in der Gemeinde Rorbas,Vorlage,Zustimmung,AR 5454 Abstimmungsprotokoll,AR_5454_Abstimmungsprotokoll,e255cfa2ff7a44a2bcb4de67771cb868-332,1,2019-05-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e255cfa2ff7a44a2bcb4de67771cb868-332/1/pdf
5336,5336,Beschaffungswesen der kantonalen Verwaltung,Vorlage,Zustimmung,AR 5336c Abstimmungsprotokoll,AR_5336c_Abstimmungsprotokoll,2c1e588ece50489980eacca99460e6bb-332,1,2019-05-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/2c1e588ece50489980eacca99460e6bb-332/1/pdf
5428,5428,Energieplanungsbericht 2017 (Genehmigung),Vorlage,Ablehnung,AR 5428a Abstimmungsprotokoll,AR_5428a_Abstimmungsprotokoll,6a57bba5f993438c9f10cd860a0f49c6-332,1,2019-05-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6a57bba5f993438c9f10cd860a0f49c6-332/1/pdf
27/2018,,Abbau von Nettovermögen im neuen Gemeindegesetz,Parlamentarische Initiative,Zustimmung,AR 1827b Abstimmungsprotokoll,AR_1827b_Abstimmungsprotokoll,86469efcf8e54506a4a0aed25ee9692d-332,1,2019-05-27T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/86469efcf8e54506a4a0aed25ee9692d-332/1/pdf
5509,5509,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten des Staatsarchivs des Kantons Zürich für das Projekt «Elektronische Edition des Amtsblatts des Kantons Zürich»,Vorlage,Zustimmung,AR 5509a Abstimmungsprotokoll,AR_5509a_Abstimmungsprotokoll,bf137a5c3174484f8ace4571b24908e1-332,1,2019-06-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/bf137a5c3174484f8ace4571b24908e1-332/1/pdf
5404,5404,Kantonale Volksinitiative «Mittelstandsinitiative – weniger Steuerbelastung für alle»,Vorlage,Ablehnung,AR 5404a. Abstimmungsprotokoll Ablehnung Volksinitiative,AR_5404a._Abstimmungsprotokoll_Ablehnung_Volksinitiative,0096728a9c774c46bdb3ac4d63f0018f-332,1,2019-06-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0096728a9c774c46bdb3ac4d63f0018f-332/1/pdf
5404,5404,Kantonale Volksinitiative «Mittelstandsinitiative – weniger Steuerbelastung für alle»,Vorlage,Ablehnung,AR 5404a. Abstimmungsprotokoll (Gegenvorschlag),AR_5404a._Abstimmungsprotokoll_Gegenvorschlag,6027ab5825e54eb4905d9949744600ce-332,1,2019-06-03T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/6027ab5825e54eb4905d9949744600ce-332/1/pdf
5486,5486,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten der Schützengesellschaft der Stadt Zürich zur Sanierung des historischen Schützenhauses Albisgütli,Vorlage,Zustimmung,AR 5486a Abstimmungsprotokoll Schlussabstimmung,AR_5486a_Abstimmungsprotokoll_Schlussabstimmung,929af6e886aa46b7ba775a4430734ce1-332,1,2019-06-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/929af6e886aa46b7ba775a4430734ce1-332/1/pdf
221/2017,,Änderung des mittelfristigen Ausgleiches,Motion,Ablehnung,AR 17221 Abstimmungsprotokoll,AR_17221_Abstimmungsprotokoll,64469276811d4c0394a1ad661962e4b4-332,1,2019-06-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/64469276811d4c0394a1ad661962e4b4-332/1/pdf
5486,5486,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten der Schützengesellschaft der Stadt Zürich zur Sanierung des historischen Schützenhauses Albisgütli,Vorlage,Zustimmung,AR 5486a Abstimmungsprotokoll MA Zeugin,AR_5486a_Abstimmungsprotokoll_MA_Zeugin,4c858cba100b49aa8c6940380acbfca8-332,1,2019-06-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4c858cba100b49aa8c6940380acbfca8-332/1/pdf
5486,5486,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten der Schützengesellschaft der Stadt Zürich zur Sanierung des historischen Schützenhauses Albisgütli,Vorlage,Zustimmung,AR 5486a Abstimmungsprotokoll MA Langenegger,AR_5486a_Abstimmungsprotokoll_MA_Langenegger,5c836caacf3b47688db854f46cf68e7a-332,1,2019-06-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/5c836caacf3b47688db854f46cf68e7a-332/1/pdf
5486,5486,Bewilligung eines Beitrages aus dem Lotteriefonds zugunsten der Schützengesellschaft der Stadt Zürich zur Sanierung des historischen Schützenhauses Albisgütli,Vorlage,Zustimmung,AR 5486a Abstimmungsprotokoll MA Brunner,AR_5486a_Abstimmungsprotokoll_MA_Brunner,e8bc78834e484ffbbfb2431098a12398-332,1,2019-06-04T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/e8bc78834e484ffbbfb2431098a12398-332/1/pdf
328/2015,,Sonderpädagogische Förderung für Leistungsstarke,Postulat,Überweisung an Regierungsrat,AR15328 Abstimmungsprotokoll,AR15328_Abstimmungsprotokoll,9e068410fa6b48bcb14720f0d9287135-332,1,2019-06-17T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9e068410fa6b48bcb14720f0d9287135-332/1/pdf
96/2016,,«CAS Integrative Förderung» für amtierende Lehrpersonen an der Volksschule,Postulat,Ablehnung,AR16096 Abstimmungsprotokoll,AR16096_Abstimmungsprotokoll,7ddc6490b0584533a596cea3f8016444-332,1,2019-06-17T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/7ddc6490b0584533a596cea3f8016444-332/1/pdf
5537,5537,Geschäftsbericht und Jahresrechnung der Gebäudeversicherung Kanton Zürich (GVZ) 2018,Vorlage,Zustimmung,AR 5537a Abstimmungsresultat,AR_5537a_Abstimmungsresultat,09e3e7cb650c48318b2199e0b4b86dc3-332,1,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/09e3e7cb650c48318b2199e0b4b86dc3-332/1/pdf
190/2018,,"Bürgerrecht, Erhöhung Wohnsitzfristen",Parlamentarische Initiative,Vorläufig unterstützt,AR 18190 Abstimmungsresultat,AR_18190_Abstimmungsresultat,963445f72ba74d6491291d9f875fda69-332,1,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/963445f72ba74d6491291d9f875fda69-332/1/pdf
32/2019,,Für die Aufhebung des Kantonsratsbeschlusses vom 22. Oktober 2012 für die Bewilligung eines Verpflichtungskredites von 21 Millionen Franken für die Strasse «Uster West»,Einzelinitiative,Ablehnung,AR .19032 Abstimmungsresultat,AR_.19032_Abstimmungsresultat,a78e51838e90410290ec66a8cc690679-332,1,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a78e51838e90410290ec66a8cc690679-332/1/pdf
159/2018,,Moratorium für das E-Voting,Parlamentarische Initiative,Vorläufig unterstützt,AR 18159 Abstimmungsresultat,AR_18159_Abstimmungsresultat,c15f23e3c8c24825a9b84c19afaaf65c-332,2,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c15f23e3c8c24825a9b84c19afaaf65c-332/2/pdf
55/2019,,Sicherung der Parteienvielfalt im Kantonsrat,Einzelinitiative,Ablehnung,AR 19055 Abstimmungsresultat,AR_19055_Abstimmungsresultat,048acbcd6fd04b4794417aec36bb8690-332,1,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/048acbcd6fd04b4794417aec36bb8690-332/1/pdf
366/2018,,Sozialhilfe – Motivation statt Sanktion,Motion,Ablehnung,AR 18366 Abstimmungsresultat,AR_18366_Abstimmungsresultat,259af524a2d940c8a5bfbd4461352d91-332,1,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/259af524a2d940c8a5bfbd4461352d91-332/1/pdf
105/2019,,Zugängliche Bildung,Einzelinitiative,Ablehnung,AR 19105 Abstimmungsresultat,AR_19105_Abstimmungsresultat,a4fb96eecd7d4de18356c04f552dec31-332,1,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a4fb96eecd7d4de18356c04f552dec31-332/1/pdf
104/2019,,Kantonaler Mindestlohn,Einzelinitiative,Ablehnung,AR 19104 Abstimmungsresultat,AR_19104_Abstimmungsresultat,b9027a90862d47038e7e4279e404ff31-332,1,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/b9027a90862d47038e7e4279e404ff31-332/1/pdf
10/2017,,Verkehrsabgaben für ÖV-Motorfahrzeuge,Parlamentarische Initiative,Zustimmung,AR 17010a Abstimmungsresultat,AR_17010a_Abstimmungsresultat,c9b4232ec33b47bfb75c6d0e8575a67e-332,1,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c9b4232ec33b47bfb75c6d0e8575a67e-332/1/pdf
122/2019,,Stärkung des Rechtsstaates,Einzelinitiative,Ablehnung,AR 19122 Abstimmungsresultat,AR_19122_Abstimmungsresultat,044342e1cf12463c83f8f0fa7b930813-332,1,2019-06-24T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/044342e1cf12463c83f8f0fa7b930813-332/1/pdf
103/2019,,Demokratie an Schulen,Einzelinitiative,Ablehnung,AR 19103 Abstimmungsresultat,AR_19103_Abstimmungsresultat,207b194a00a84f189230660a0da29b9e-332,1,2019-06-25T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/207b194a00a84f189230660a0da29b9e-332/1/pdf
233/2017,,Klare Rahmenbedingungen für Pilotprojekte von regionalen Stromnetzwerken mit Blockchain-Technologie,Postulat,Überweisung an Regierungsrat,AR17233 Abstimmungsresultat,AR17233_Abstimmungsresultat,ffaff0ffedef43d694fef16d5818b275-332,1,2019-07-01T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/ffaff0ffedef43d694fef16d5818b275-332/1/pdf
222/2017,,Baurecht für studentisches Wohnen auf dem Universitätsgebiet Irchel Süd,Postulat,Überweisung an Regierungsrat,AR17222 Abstimmungsresultat,AR17222_Abstimmungsresultat,174a127a9ca2451dabee00cc3dc7c4ca-332,1,2019-07-01T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/174a127a9ca2451dabee00cc3dc7c4ca-332/1/pdf
204/2019,,Rechenschaftsbericht Verwaltungsgericht des Kantons Zürich für das Jahr 2018,Rechenschaftsbericht,Zustimmung,AR19204 Abstimmungsresultat.,AR19204_Abstimmungsresultat.,9df4c3a71fa540828289bf68f2cfb510-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9df4c3a71fa540828289bf68f2cfb510-332/1/pdf
182/2019,,Rechenschaftsbericht Sozialversicherungsgericht des Kantons Zürich für das Jahr 2018,Rechenschaftsbericht,Zustimmung,AR19182 Abstimmungsresultat.,AR19182_Abstimmungsresultat.,0266fd71976c44b1b4082cccfd914f55-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/0266fd71976c44b1b4082cccfd914f55-332/1/pdf
206/2019,,Tätigkeitsbericht der Finanzkontrolle des Kantons Zürich über das Jahr 2018,Vorlage,Zustimmung,AR19206 Abstimmungsresultat.,AR19206_Abstimmungsresultat.,75a83d676b964ae1907fbd4bbab0dbb1-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/75a83d676b964ae1907fbd4bbab0dbb1-332/1/pdf
123/2019,,Bau eines Hauses der Demokratie,Motion,Ablehnung,AR19123 Abstimmungsresultat.,AR19123_Abstimmungsresultat.,8a3c4414f9064e749b18ea30a0583911-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/8a3c4414f9064e749b18ea30a0583911-332/1/pdf
145/2017,,"Verletzung des Nachtflugverbots: Die Ursachen sind bekannt, jetzt braucht es Massnahmen",Postulat,Ablehnung,AR17145 Abstimmungsresultat.,AR17145_Abstimmungsresultat.,798c78e23c71439c93f7b87bc41b3f41-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/798c78e23c71439c93f7b87bc41b3f41-332/1/pdf
203/2019,,Rechenschaftsbericht Obergericht des Kantons Zürich für das Jahr 2018,Rechenschaftsbericht,Zustimmung,AR19203 Abstimmungsresultat.,AR19203_Abstimmungsresultat.,4960d9f851d44e57bcdb450827885e5e-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/4960d9f851d44e57bcdb450827885e5e-332/1/pdf
5532,5532,Geschäftsbericht Regierungsrat 2018,Vorlage,Zustimmung,AR5532a Abstimmungsresultat.,AR5532a_Abstimmungsresultat.,3464fce8324c46bc8aab45fc59cdee7d-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/3464fce8324c46bc8aab45fc59cdee7d-332/1/pdf
356/2017,,Bau der SZU-Doppelspur entlang der Sihltalstrasse ohne Enteignungen,Postulat,Ablehnung,AR17356 Abstimmungsresultat.,AR17356_Abstimmungsresultat.,c358cb8915244956a30645cf11bb72e7-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c358cb8915244956a30645cf11bb72e7-332/1/pdf
5546,5546,"Nachtragskredite für das Jahr 2019, I. Sammelvorlage",Vorlage,Zustimmung,AR5546 Investitionsrechnung Abstimmungsresultat.,AR5546_Investitionsrechnung_Abstimmungsresultat.,9482bbc26921419aa15c0b1b179a3c7c-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9482bbc26921419aa15c0b1b179a3c7c-332/1/pdf
5546,5546,"Nachtragskredite für das Jahr 2019, I. Sammelvorlage",Vorlage,Zustimmung,AR5546 Erfolgsrechnung Abstimmungsresultat,AR5546_Erfolgsrechnung_Abstimmungsresultat,a001bbb926094bc1ae39f2d8d0238459-332,1,2019-07-08T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/a001bbb926094bc1ae39f2d8d0238459-332/1/pdf
180/2018,,Zeitgemässes Nachtnetz für den Kanton Zürich,Postulat,Überweisung an Regierungsrat,AR18180,AR18180,20bcf8c4cc0943f093cf7c4f2418c169-332,1,2019-08-19T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/20bcf8c4cc0943f093cf7c4f2418c169-332/1/pdf
62/2018,,Ausreichende Versorgung mit ZVV-Verkaufsstellen erhalten,Postulat,Überweisung an Regierungsrat,AR18062,AR18062,9dbee0f4c1c74d47a7172857fd61bbd3-332,1,2019-08-19T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9dbee0f4c1c74d47a7172857fd61bbd3-332/1/pdf
379/2018,,Shared Mobility mit Autostopp-Haltestellen,Postulat,Überweisung an Regierungsrat,AR18379,AR18379,c2dea00791084b588da1151c754c2901-332,1,2019-08-19T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/c2dea00791084b588da1151c754c2901-332/1/pdf
299/2013,,Änderung des Strassengesetzes,Parlamentarische Initiative,Ablehnung,AR13299a,AR13299a,8f2dbc661c234f31925ac2dbf55d00d5-332,1,2019-08-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/8f2dbc661c234f31925ac2dbf55d00d5-332/1/pdf
6/2019,,Keine Ladenöffnung am Berchtoldstag,Motion,Ablehnung,AR19006,AR19006,289ee2589df344e091e536a10ab9938c-332,1,2019-08-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/289ee2589df344e091e536a10ab9938c-332/1/pdf
363/2013,,Änderung Strassengesetz,Parlamentarische Initiative,Ablehnung,AR13363a,AR13363a,eb075e841dbf4eb29656c2388bc7ddf4-332,1,2019-08-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/eb075e841dbf4eb29656c2388bc7ddf4-332/1/pdf
35/2019,,Schnellspur für voll besetzte Autos,Postulat,Ablehnung,AR19035,AR19035,9e2d8f56bf0b4062ac6b383ddf121617-332,1,2019-08-26T00:00:00.000,https://parlzhcdws.cmicloud.ch/parlzh5/cdws/Files/9e2d8f56bf0b4062ac6b383ddf121617-332/1/pdf
